chr1	1238909	1288864
chr1	1320276	1364418
chr1	1900108	1932296
chr1	2388964	2428797
chr1	6206193	6250972
chr1	10017832	10196239
chr1	10383592	10435511
chr1	10457288	10645758
chr1	11039584	11277551
chr1	11622018	11689354
chr1	15475832	15541534
chr1	15792169	15824348
chr1	17003722	17069032
chr1	19581979	19673456
chr1	20636767	20676544
chr1	22010511	22158969
chr1	22628633	22663110
chr1	23542926	23574501
chr1	23786885	23853620
chr1	25601791	25801206
chr1	25869181	25921991
chr1	26417282	26486306
chr1	28244518	28297491
chr1	28565920	28596054
chr1	35584541	35656526
chr1	39011318	39049636
chr1	39476636	39544869
chr1	39742182	39803865
chr1	40243041	40309180
chr1	40435102	40478718
chr1	42910353	42973893
chr1	45495914	45585049
chr1	46025140	46148036
chr1	46288698	46331776
chr1	50422028	50975267
chr1	52005131	52070191
chr1	52127089	52363671
chr1	52587371	52624051
chr1	52912276	53066698
chr1	53181792	53229197
chr1	56630314	56730335
chr1	58761845	58799048
chr1	64818229	65082754
chr1	65405652	65656559
chr1	75709431	75802575
chr1	92014985	92078538
chr1	93870199	93924456
chr1	94403389	94533666
chr1	98031070	98061171
chr1	109384042	109441448
chr1	109641099	109790428
chr1	109895242	109945992
chr1	111433864	111477773
chr1	112451541	112545165
chr1	114689469	114731771
chr1	117045326	117122453
chr1	117352449	117543872
chr1	119353779	119409130
chr1	145896350	145933717
chr1	145977435	146051746
chr1	149827218	149902965
chr1	150250399	150284580
chr1	150794713	150891708
chr1	151239709	151282479
chr1	151384560	151416937
chr1	153944099	153983184
chr1	154390193	154484450
chr1	154909740	154951719
chr1	155170824	155207916
chr1	155274293	155335666
chr1	155644443	155704000
chr1	155994048	156068798
chr1	156405341	156435429
chr1	160261807	160301348
chr1	160328316	160373952
chr1	161144450	161229723
chr1	161299381	161378206
chr1	161509540	161541894
chr1	161751298	161992574
chr1	163053775	163091802
chr1	165616213	165713562
chr1	172644103	172681876
chr1	173462330	173503815
chr1	179084330	179244684
chr1	179278714	179373680
chr1	182363098	182407206
chr1	183540562	183605876
chr1	184675237	184769907
chr1	186656791	186695922
chr1	186813949	187003981
chr1	201024512	201127451
chr1	202925826	202973572
chr1	203325628	203366758
chr1	206455476	206511889
chr1	207028849	207067980
chr1	209671178	209749949
chr1	211311615	211389946
chr1	212550334	212635777
chr1	218330336	218459619
chr1	223686593	223791018
chr1	225795124	225956383
chr1	226345210	226423154
chr1	226855184	226942726
chr1	227903656	227962932
chr1	228419777	228472873
chr1	231226207	231292973
chr1	231348751	231437287
chr1	236199681	236297019
chr1	239371565	239930452
chr1	240474573	240627155
chr1	241482511	241534799
chr1	241942767	242014098
chr1	243473233	243866079
chr1	247401156	247464108
chr10	31888	89163
chr10	1003910	1064119
chr10	4948253	5122686
chr10	5483697	5541771
chr10	7773147	7822815
chr10	13262796	13317412
chr10	17936839	18058292
chr10	21741548	22018769
chr10	26682701	26761798
chr10	28662510	28697932
chr10	31303495	31544814
chr10	31994015	32071425
chr10	35623247	35657296
chr10	45359176	45461119
chr10	45990088	46045623
chr10	48291639	48454360
chr10	52299281	52333042
chr10	58254162	58385751
chr10	63118247	63170031
chr10	67869656	67933390
chr10	70037544	70185523
chr10	70416936	70462951
chr10	72258919	72291036
chr10	72317830	72370149
chr10	72677143	72902694
chr10	73421433	73511024
chr10	73729372	73889591
chr10	75195154	75246448
chr10	79332469	79370334
chr10	86741601	86947825
chr10	87035202	87109843
chr10	88938813	89044605
chr10	92436684	92589096
chr10	94486434	94628905
chr10	94668729	94751190
chr10	95021772	95084497
chr10	97317497	97349729
chr10	99381870	99445624
chr10	100173300	100244596
chr10	100332233	100379826
chr10	100471646	100545000
chr10	102854470	102916899
chr10	104220356	104319950
chr10	112359116	112443379
chr10	112935247	113182678
chr10	113664162	113745907
chr10	122993979	123073290
chr10	131952684	131996967
chr10	133347485	133406694
chr10	133505406	133576220
chr11	221966	267984
chr11	517242	552321
chr11	622269	655706
chr11	803914	840573
chr11	2144779	2176221
chr11	2985922	3072613
chr11	4079707	4153932
chr11	5492300	5524958
chr11	6375440	6434414
chr11	11336942	11368250
chr11	13261652	13402266
chr11	13653668	13747346
chr11	14489874	14658635
chr11	35123882	35247402
chr11	36468769	36525272
chr11	45894663	45933812
chr11	46381414	46689818
chr11	47233300	47284033
chr11	47392132	47441473
chr11	47550336	47599562
chr11	47965559	48185839
chr11	61777980	61907051
chr11	61944718	61982634
chr11	62609826	62694117
chr11	62841004	62936807
chr11	63666446	63774891
chr11	63959620	64016811
chr11	64236530	64336811
chr11	64731389	64774974
chr11	65106780	65227006
chr11	65582756	65678090
chr11	66827835	66861552
chr11	67413460	67450401
chr11	67568742	67627554
chr11	68015617	68051644
chr11	68297591	68464275
chr11	68739620	68859410
chr11	69626156	69669474
chr11	70188296	70222390
chr11	75744512	75816535
chr11	76171325	76225736
chr11	78053297	78094862
chr11	86930679	86970395
chr11	88489576	89080982
chr11	89309353	89513187
chr11	94113841	94196968
chr11	102302450	102393670
chr11	104870718	104913670
chr11	105010443	105050250
chr11	108101695	108162603
chr11	108208044	108384102
chr11	111711908	111781389
chr11	111893564	111938722
chr11	112071824	112135016
chr11	114242787	114328536
chr11	117270232	117331259
chr11	119029188	119110465
chr11	123042489	123078230
chr11	126268065	126313845
chr12	1673574	1803674
chr12	1955772	2712950
chr12	2842680	2892174
chr12	2944330	3055676
chr12	4634095	4709317
chr12	6313757	6357114
chr12	6519512	6553374
chr12	6961185	7033477
chr12	7173685	7233574
chr12	7797512	7951187
chr12	8041844	8081359
chr12	10197458	10238128
chr12	12101025	12282044
chr12	13422942	13997002
chr12	14759405	14793002
chr12	16332142	16624259
chr12	25190246	25265936
chr12	26320352	26848194
chr12	29134016	29356121
chr12	32664200	32760650
chr12	39535033	39634803
chr12	43743944	43804543
chr12	45200987	45497280
chr12	46168063	46285017
chr12	48950340	49033807
chr12	49112782	49146397
chr12	49169686	49289600
chr12	50748710	50836162
chr12	50964401	51043566
chr12	51936699	52092495
chr12	53088486	53139535
chr12	53365176	53496162
chr12	53617726	53692408
chr12	56215049	56375167
chr12	56455944	56503414
chr12	56623175	56660984
chr12	57080408	57147139
chr12	57219903	57255715
chr12	57419784	57467062
chr12	57501588	57601633
chr12	57678955	57736557
chr12	64437090	64517114
chr12	66120846	66185027
chr12	68139768	68174740
chr12	77006248	77080569
chr12	91125484	91198217
chr12	94880297	95018748
chr12	98630290	98750433
chr12	103915107	103968931
chr12	104200779	104365307
chr12	106222881	106319279
chr12	108547582	108584368
chr12	108843932	108916043
chr12	109558255	109613125
chr12	110265756	110366093
chr12	111751887	111832532
chr12	111998348	112038449
chr12	112403351	112524918
chr12	116533105	116591606
chr12	117193142	117467170
chr12	118121124	118160584
chr12	119652864	119696624
chr12	120423090	120455737
chr12	120710774	120755008
chr12	121222675	121313308
chr12	121789009	121847656
chr12	121873732	121933297
chr12	122063756	122162344
chr12	124896604	124932368
chr12	130147459	130180740
chr12	131879622	131938150
chr12	132672587	132737734
chr13	19158772	19196824
chr13	27988274	28115592
chr13	30441704	30632597
chr13	31119973	31177388
chr13	36829831	36935765
chr13	37088259	37120664
chr13	40540667	40681641
chr13	48288744	48614436
chr13	73039976	73092541
chr13	91335605	91365688
chr13	95662139	96068482
chr13	109737695	109801583
chr13	113569721	113656473
chr14	20984255	21016871
chr14	22549907	22604224
chr14	23001543	23050230
chr14	23938734	23984279
chr14	24079053	24228830
chr14	24321025	24355022
chr14	29561479	30206898
chr14	35263633	35332493
chr14	35386513	35419749
chr14	39016919	39124646
chr14	50102130	50246578
chr14	50842891	50959483
chr14	52624915	52743590
chr14	53934736	53973761
chr14	54827008	54917826
chr14	55351391	55426830
chr14	58229843	58287012
chr14	61680513	61763259
